,creation_time,clozed_text,question,answer,title,url,paragraph
82,Wed Jun 16 02:58:36 2021,When was Buys Ballot's law published?<br>{{c1::1857}},When was Buys Ballot's law published?,1857,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Buys Ballot's law is concerned with the notion that the wind travels counterclockwise around low pressure zones in the Northern Hemisphere. Named for C. H. D. Buys Ballot\, who published an empirical validation of an existing theory\, in 1857."
83,Wed Jun 16 02:58:40 2021,What happens when the Earth's crust is under stress?<br>{{c1::fracturing along a geological fault}},What happens when the Earth's crust is under stress?,fracturing along a geological fault,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,Byerlee's law gives the stress circumstances in the Earth's crust at which fracturing along a geological fault takes place.
84,Wed Jun 16 02:58:47 2021,What is Campbell's law?<br>{{c1::the more subject it will be to corruption pressures}},What is Campbell's law?,the more subject it will be to corruption pressures,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Campbell's law: ""The more any quantitative social indicator is used for social decision making\, the more subject it will be to corruption pressures and the more apt it will be to distort and corrupt the social processes it is intended to monitor."" Named after Donald T. Campbell (1916–1996)"
85,Wed Jun 16 02:58:47 2021,Who is Campbell's law named after?<br>{{c1::Donald T. Campbell}},Who is Campbell's law named after?,Donald T. Campbell,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Campbell's law: ""The more any quantitative social indicator is used for social decision making\, the more subject it will be to corruption pressures and the more apt it will be to distort and corrupt the social processes it is intended to monitor."" Named after Donald T. Campbell (1916–1996)"
86,Wed Jun 16 02:58:53 2021,What is a law in forensic medicine that states the ratio of time a body takes to putrefy in different substances?<br>{{c1::Casper's Dictum}},What is a law in forensic medicine that states the ratio of time a body takes to putrefy in different substances?,Casper's Dictum,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Casper's Dictum is a law in forensic medicine that states the ratio of time a body takes to putrefy in different substances – 1:2:8 in air\, water and earth."
87,Wed Jun 16 02:58:57 2021,What does Cassie's law describe the effective contact angle c for?<br>{{c1::a liquid on a composite surface}},What does Cassie's law describe the effective contact angle c for?,a liquid on a composite surface,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,Cassie's law describes the effective contact angle θc for a liquid on a composite surface.
88,Wed Jun 16 02:59:05 2021,What provides a compact description of the motion of the Moon?<br>{{c1::Cassini's laws}},What provides a compact description of the motion of the Moon?,Cassini's laws,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,Cassini's laws provide a compact description of the motion of the Moon. Established in 1693 by Giovanni Domenico Cassini.
89,Wed Jun 16 02:59:05 2021,Who established Cassini's laws?<br>{{c1::Giovanni Domenico Cassini}},Who established Cassini's laws?,Giovanni Domenico Cassini,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,Cassini's laws provide a compact description of the motion of the Moon. Established in 1693 by Giovanni Domenico Cassini.
90,Wed Jun 16 02:59:05 2021,When were Cassini's laws established?<br>{{c1::1693}},When were Cassini's laws established?,1693,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,Cassini's laws provide a compact description of the motion of the Moon. Established in 1693 by Giovanni Domenico Cassini.
91,Wed Jun 16 02:59:14 2021,What book is Hagbard Celine a part of?<br>{{c1::The Illuminatus!}},What book is Hagbard Celine a part of?,The Illuminatus!,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,Celine's laws are a series of three laws regarding government and social interaction attributed to the fictional character Hagbard Celine from Robert Anton Wilson's The Illuminatus! Trilogy.
92,Wed Jun 16 02:59:14 2021,Who is the fictional character in the Illuminatus! Trilogy?<br>{{c1::Hagbard Celine}},Who is the fictional character in the Illuminatus! Trilogy?,Hagbard Celine,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,Celine's laws are a series of three laws regarding government and social interaction attributed to the fictional character Hagbard Celine from Robert Anton Wilson's The Illuminatus! Trilogy.
93,Wed Jun 16 02:59:14 2021,What is another name for Hagbard Celine's laws?<br>{{c1::Trilogy}},What is another name for Hagbard Celine's laws?,Trilogy,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,Celine's laws are a series of three laws regarding government and social interaction attributed to the fictional character Hagbard Celine from Robert Anton Wilson's The Illuminatus! Trilogy.
94,Wed Jun 16 02:59:28 2021,What is the amount of adenine equal to?<br>{{c1::thymine}},What is the amount of adenine equal to?,thymine,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Chargaff's rules state that DNA from any cell of all organisms should have a 1:1 ratio (base Pair Rule) of pyrimidine and purine bases and\, more specifically\, that the amount of guanine is equal to cytosine and the amount of adenine is equal to thymine. Discovered by Austrian chemist Erwin Chargaff."
95,Wed Jun 16 02:59:28 2021,What is equal to cytosine?<br>{{c1::guanine}},What is equal to cytosine?,guanine,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Chargaff's rules state that DNA from any cell of all organisms should have a 1:1 ratio (base Pair Rule) of pyrimidine and purine bases and\, more specifically\, that the amount of guanine is equal to cytosine and the amount of adenine is equal to thymine. Discovered by Austrian chemist Erwin Chargaff."
96,Wed Jun 16 02:59:28 2021,What is the amount of adenine equal to?<br>{{c1::thymine}},What is the amount of adenine equal to?,thymine,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Chargaff's rules state that DNA from any cell of all organisms should have a 1:1 ratio (base Pair Rule) of pyrimidine and purine bases and\, more specifically\, that the amount of guanine is equal to cytosine and the amount of adenine is equal to thymine. Discovered by Austrian chemist Erwin Chargaff."
97,Wed Jun 16 02:59:28 2021,Who discovered the rule that DNA from any cell of any organism should have a 1:1 ratio of pyrimidine and purine bases?<br>{{c1::Erwin Chargaff}},Who discovered the rule that DNA from any cell of any organism should have a 1:1 ratio of pyrimidine and purine bases?,Erwin Chargaff,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Chargaff's rules state that DNA from any cell of all organisms should have a 1:1 ratio (base Pair Rule) of pyrimidine and purine bases and\, more specifically\, that the amount of guanine is equal to cytosine and the amount of adenine is equal to thymine. Discovered by Austrian chemist Erwin Chargaff."
98,Wed Jun 16 02:59:34 2021,What is the temperature of a gas measured in?<br>{{c1::kelvins}},What is the temperature of a gas measured in?,kelvins,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Charles's law\, one of the gas laws in physics\, states that at constant pressure the volume of a given mass of a gas increases or decreases by the same factor as its temperature (in kelvins) increases or decreases. Named after Jacques Charles."
99,Wed Jun 16 02:59:34 2021,Who is Charles's law named after?<br>{{c1::Jacques Charles}},Who is Charles's law named after?,Jacques Charles,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Charles's law\, one of the gas laws in physics\, states that at constant pressure the volume of a given mass of a gas increases or decreases by the same factor as its temperature (in kelvins) increases or decreases. Named after Jacques Charles."
100,Wed Jun 16 02:59:38 2021,What does Chekhov's gun state must be removed?<br>{{c1::nonessential elements of a story}},What does Chekhov's gun state must be removed?,nonessential elements of a story,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,Chekhov's gun states that nonessential elements of a story must be removed.
101,Wed Jun 16 02:59:41 2021,What is the meaning of Cheops law?<br>{{c1::Nothing ever gets built on schedule or within budget}},What is the meaning of Cheops law?,Nothing ever gets built on schedule or within budget,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,Cheops law: Nothing ever gets built on schedule or within budget.
102,Wed Jun 16 02:59:45 2021,What states that reforms should not be made until the reasoning behind the current state of affairs is understood?<br>{{c1::Chesterton's fence}},What states that reforms should not be made until the reasoning behind the current state of affairs is understood?,Chesterton's fence,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,Chesterton's fence states that reforms should not be made until the reasoning behind the existing state of affairs is understood.
103,Wed Jun 16 03:00:03 2021,Child's law states that the space-charge limited current in a plane-parallel diode varies as what?<br>{{c1::the square of the distance separating the cathode and the anode}},Child's law states that the space-charge limited current in a plane-parallel diode varies as what?,the square of the distance separating the cathode and the anode,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,Child's law states that the space-charge limited current in a plane-parallel diode varies directly as the three-halves power of the anode voltage and inversely as the square of the distance separating the cathode and the anode. Named after Clement D. Child; also known as the Child–Langmuir law (after Irving Langmuir). See also Mott–Gurney law.
104,Wed Jun 16 03:00:03 2021,What is another name for Clement D. Child's law?<br>{{c1::Child–Langmuir law}},What is another name for Clement D. Child's law?,Child–Langmuir law,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,Child's law states that the space-charge limited current in a plane-parallel diode varies directly as the three-halves power of the anode voltage and inversely as the square of the distance separating the cathode and the anode. Named after Clement D. Child; also known as the Child–Langmuir law (after Irving Langmuir). See also Mott–Gurney law.
105,Wed Jun 16 03:00:03 2021,Who is the Child-Langmuir law named after?<br>{{c1::Irving Langmuir}},Who is the Child-Langmuir law named after?,Irving Langmuir,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,Child's law states that the space-charge limited current in a plane-parallel diode varies directly as the three-halves power of the anode voltage and inversely as the square of the distance separating the cathode and the anode. Named after Clement D. Child; also known as the Child–Langmuir law (after Irving Langmuir). See also Mott–Gurney law.
106,Wed Jun 16 03:00:03 2021,What is another name for the Child-Langmuir law?<br>{{c1::Mott–Gurney law}},What is another name for the Child-Langmuir law?,Mott–Gurney law,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,Child's law states that the space-charge limited current in a plane-parallel diode varies directly as the three-halves power of the anode voltage and inversely as the square of the distance separating the cathode and the anode. Named after Clement D. Child; also known as the Child–Langmuir law (after Irving Langmuir). See also Mott–Gurney law.
